the robot restaurant in the winter olympic village has attracted many foreign athletes in fact robot restaurants have been popular in chinese cities for several years,1
there isnt a single video of these in actual  does it get from the kitchen to be lowered above your table the answer is it doesnt its kabuki,1
98 of the world joins,1
98 of the world joins,1
virus paranoia much,1
dystopian,1
taking away what it means to be human what a shame more controlling though allot more,1
food is reportedly terrible,1
i want one for my  house she would be very satisfied,1
the chinese and english versions of  have always been two worlds hahaha,1
robots lives matter,1
events like this make us temporarily forget the miserable situation we are in right now and look forward to the future,1
this is a different view about china i think your video shows a true china which is not like most of the west political media and expect more real videos from you,1
china has move to robots waitresses now because most waitresses were died due to,1
new type of force  it seems,1
china which cracks down on human rights is not eligible to host the olympics,1
the robot restaurant in the winter olympic village has attracted many foreign athletes in fact robot restaurants have been popular in chinese cities for several years,1
there isnt a single video of these in actual  does it get from the kitchen to be lowered above your table the answer is it doesnt its kabuki,1
98 of the world joins,1
98 of the world joins,1
virus paranoia much,1
dystopian,1
taking away what it means to be human what a shame more controlling though allot more,1
food is reportedly terrible,1
i want one for my  house she would be very satisfied,1
the chinese and english versions of  have always been two worlds hahaha,1
robots lives matter,1
events like this make us temporarily forget the miserable situation we are in right now and look forward to the future,1
this is a different view about china i think your video shows a true china which is not like most of the west political media and expect more real videos from you,1
china has move to robots waitresses now because most waitresses were died due to,1
new type of force  it seems,1
china which cracks down on human rights is not eligible to host the olympics,1
the robot restaurant in the winter olympic village has attracted many foreign athletes in fact robot restaurants have been popular in chinese cities for several years,1
there isnt a single video of these in actual  does it get from the kitchen to be lowered above your table the answer is it doesnt its kabuki,1
98 of the world joins,1
98 of the world joins,1
virus paranoia much,1
dystopian,1
taking away what it means to be human what a shame more controlling though allot more,1
food is reportedly terrible,1
i want one for my  house she would be very satisfied,1
the chinese and english versions of  have always been two worlds hahaha,1
robots lives matter,1
events like this make us temporarily forget the miserable situation we are in right now and look forward to the future,1
this is a different view about china i think your video shows a true china which is not like most of the west political media and expect more real videos from you,1
china has move to robots waitresses now because most waitresses were died due to,1
new type of force  it seems,1
china which cracks down on human rights is not eligible to host the olympics,1
the robot restaurant in the winter olympic village has attracted many foreign athletes in fact robot restaurants have been popular in chinese cities for several years,1
there isnt a single video of these in actual  does it get from the kitchen to be lowered above your table the answer is it doesnt its kabuki,1
98 of the world joins,1
98 of the world joins,1
virus paranoia much,1
dystopian,1
taking away what it means to be human what a shame more controlling though allot more,1
food is reportedly terrible,1
i want one for my  house she would be very satisfied,1
the chinese and english versions of  have always been two worlds hahaha,1
robots lives matter,1
events like this make us temporarily forget the miserable situation we are in right now and look forward to the future,1
this is a different view about china i think your video shows a true china which is not like most of the west political media and expect more real videos from you,1
china has move to robots waitresses now because most waitresses were died due to,1
new type of force  it seems,1
china which cracks down on human rights is not eligible to host the olympics,1
ft in meters is what,1
,1
,1
ft mt please,1
ride the wave this is super well done,1
love it,1
surfing    is a wave the ocean,1
2nd comment,1
3rd comment,1
you don't dope,1
if you see this comment,1
congrats to everyone who is early and who found this comment,1
good luck po sa   po,1
god bless you all,1
thats nice for the  over there,1
wow  congratulations   ng  pinoy  you all,1
good luck sa inyong   keep  bless u all,1
enjoy nice show sis,1
na all  na,1
you look gorgeous  po  keep it up po and god bless,1
goodluck for winter olympics kuwait    here in kuwait also  na po sa  mo,1
po,1
,1
pinoy jan sa  enjoy  po,1
pinoy jan sa  enjoy  po,1
go,1
preliminary research on the  conducted on high school athletes indicates it can go a long way in mitigating the damage of repeated brain injuries if youre interested in learning more check out  thanks for watching marie,1
micro  from moving the head too quickly are a thing well that explains a lot all that  i did to heavy metal music in the 90s is haunting me now,1
going for a stroll you experience variations in g force throughout the step standing still you experience,1
i am 4 seconds into the video isnt every winter sport a sliding sport,1
all the sports is dangerous so if you dont want expose dont play its so easy,1
im  get some sled head ya feel me,1
i have those  and never did the sport,1
210 nothing that a juice cleanse and some  water cant solve,1
all well and good  start any  with boxing,1
even if u dont win a medal just being there is an achievement enduring what each sports does to an athletes body definitely something i cant go through,1
uh you dont have to call it hidden we know  is ing dangerous,1
i was surprised there was no mention of how sled head looks similar to  found in football players  some  sufferers never had terrible   rather it was the repeated blows to the helmet from hands and elbows etc over time as well as the jarring of the head as the body gets hit,1
corona is fa ke bs,1
your channel should be ashamed of not calling this  by the way no human being is bigger than environment western media made issues out of beds,1
important for us i am from  bangladesh i am ur big fan today,1
good  thoughts   thank you     japanese,1
this is the only olympics where we got to see the more of the olympic village than ever thank to the youtube and,1
japan did a great job keeping in mind the pandemic  and  a clean and  environment,1
great video but obnoxious music,1
the olympic village in vancouver is now rental apartments and  condos with various structural problems i am not surprised because i worked on one building for  the things i saw during construction were amazing rushing to get all those buildings done in a flash compromised the final result  i would not recommend buying a condo in the complex its pretty but,1
i heard they are all getting laid,1
every single room of those tokyo bay water front apartments are sold before the olympic begins those will not be abandoned as they are located in one of the most expensive area of tokyo,1
i think everyone should appreciate  during a pandemic crisis would there be a olympic or world record this year if japan were not able to run the olympic in this pandemic time god bless,1
seriously japanese know how to utilize every resource available  they will use olympic village very wisely,1
yes you are now watching 2000  cardboard,1
thank,1
where are the russians doping,1
italy can taste the   dum dum dum its a perfect,1
,1
,1
this olympics should be held every  and we're going to see  and we're going to see a lot more people than we do,1
jamaican,1
i think they all did better  the adults  lol,1
lmao,1
sooooooooooo cute,1
the world is so cute,1
wow,1
this is freaking hilarious,1
cutest thing ever,1
isnt the thumbnail baby,1
,1
,1
champions all of them,1
i hooked up in the olympic village,1
why doesn't your foreigner father step down after taking good care of xi,1
yea,1
the timing is not good enough for the staff to have the new year,1
can athletes access youtube inside the village,1
good job and support    bravo to china rise peacefully and be strong     go china go,1
welcome friends around the world,1
awesome,1
under the  the server of the beijing olympic winter games is bound to collapse,1
china which cracks down on human rights is not eligible to host the olympics,1
i want to send my best wishes for the beijing 2022 olympic also hope great athletes from all over the world enjoy their game   peace  love from china,1
all the best,1
countries that oppress human rights are not eligible to host the olympics,1
world games united nations,1
we need to talk about olympics but not wars,1
100 metres sprint race at the first modern olympic games athens,1
china follows the strictest protocol in the world to contain the  virus it has achieved relative success inside its  hope the bubble strategy will succeed in keeping all the athletes healthy athletes are the stars of the show i never watch the politicians in an olympic game does anyone,1
thanks for sharing  looking forward to see more life in the winter olympic villages and a successful game,1
well done  for an amazing opening,1
it is so sad to see that such warmed hearted people can not be served by decent politicians and honest media there in america,1
this is so lovely,1
waw i always held china in high regard because of everything they have offered to the world and their ancient civilization without china everything would be so expensive and we would be doomed their people are always so sweet and polite i cant stand it when they bash china in the media it makes me angry the world is nothing without china and the chinese people spread love to china love from canada,1
welcome you to china again you are so lovely and wish you obtain good result in milan  all the best thanks for coming and thanks for everything,1
thank them for not buying into the racist yellow journalism  hopefully when they are back in the us their message wont suddenly be forced to change to  bile,1
since you can't feel the passion of the chinese audience in the closed  please enjoy the chinese food to your heart's  we have the most exquisite  fresh    which are  and we are embarrassed to serve real friends,1
we think that chinese are isolated and cut off from the rest of the world but the young generations know english very well and study overseas surf internet thru  they know the west way more than we know them,1
one good turn deserves another she has now gained popularity in china,1
this must  the usa media and other western media vs middle kingdom,1
clearly tessa has a sweet heart and she is a very nice  i wish her all the best in future,1
unfortunately shes not a us politician as that will require honesty and integrity,1
what a beautiful young girl wish her all the best and welcome back to china anytime in future,1
lets unify together,1
i wish all americans would see videos like these from western athletes who appreciate the beauty efficiency warmth friendliness and spirit of the beijing olympics so they could get a fair sense of this great event put on by the chinese people  unfortunately many americans have been persuaded by the propaganda and hatred and have thus denied themselves the beauty of this olympics due to their hatred and gullibility  no problem because most of the world no longer gives a damn what america thinks or is deceived by the hatred and manipulation that the west pushes,1
it is so sad to see that such warmed hearted people can not be served by decent politicians and honest media there in america,1
this is so lovely,1
waw i always held china in high regard because of everything they have offered to the world and their ancient civilization without china everything would be so expensive and we would be doomed their people are always so sweet and polite i cant stand it when they bash china in the media it makes me angry the world is nothing without china and the chinese people spread love to china love from canada,1
welcome you to china again you are so lovely and wish you obtain good result in milan  all the best thanks for coming and thanks for everything,1
thank them for not buying into the racist yellow journalism  hopefully when they are back in the us their message wont suddenly be forced to change to  bile,1
since you can't feel the passion of the chinese audience in the closed  please enjoy the chinese food to your heart's  we have the most exquisite  fresh    which are  and we are embarrassed to serve real friends,1
we think that chinese are isolated and cut off from the rest of the world but the young generations know english very well and study overseas surf internet thru  they know the west way more than we know them,1
one good turn deserves another she has now gained popularity in china,1
this must  the usa media and other western media vs middle kingdom,1
clearly tessa has a sweet heart and she is a very nice  i wish her all the best in future,1
unfortunately shes not a us politician as that will require honesty and integrity,1
what a beautiful young girl wish her all the best and welcome back to china anytime in future,1
lets unify together,1
i wish all americans would see videos like these from western athletes who appreciate the beauty efficiency warmth friendliness and spirit of the beijing olympics so they could get a fair sense of this great event put on by the chinese people  unfortunately many americans have been persuaded by the propaganda and hatred and have thus denied themselves the beauty of this olympics due to their hatred and gullibility  no problem because most of the world no longer gives a damn what america thinks or is deceived by the hatred and manipulation that the west pushes,1
it is so sad to see that such warmed hearted people can not be served by decent politicians and honest media there in america,1
this is so lovely,1
waw i always held china in high regard because of everything they have offered to the world and their ancient civilization without china everything would be so expensive and we would be doomed their people are always so sweet and polite i cant stand it when they bash china in the media it makes me angry the world is nothing without china and the chinese people spread love to china love from canada,1
welcome you to china again you are so lovely and wish you obtain good result in milan  all the best thanks for coming and thanks for everything,1
thank them for not buying into the racist yellow journalism  hopefully when they are back in the us their message wont suddenly be forced to change to  bile,1
since you can't feel the passion of the chinese audience in the closed  please enjoy the chinese food to your heart's  we have the most exquisite  fresh    which are  and we are embarrassed to serve real friends,1
we think that chinese are isolated and cut off from the rest of the world but the young generations know english very well and study overseas surf internet thru  they know the west way more than we know them,1
one good turn deserves another she has now gained popularity in china,1
this must  the usa media and other western media vs middle kingdom,1
clearly tessa has a sweet heart and she is a very nice  i wish her all the best in future,1
unfortunately shes not a us politician as that will require honesty and integrity,1
what a beautiful young girl wish her all the best and welcome back to china anytime in future,1
lets unify together,1
i wish all americans would see videos like these from western athletes who appreciate the beauty efficiency warmth friendliness and spirit of the beijing olympics so they could get a fair sense of this great event put on by the chinese people  unfortunately many americans have been persuaded by the propaganda and hatred and have thus denied themselves the beauty of this olympics due to their hatred and gullibility  no problem because most of the world no longer gives a damn what america thinks or is deceived by the hatred and manipulation that the west pushes,1
i hope he was tested for doping,1
can easily beat the half marathon record,1
,1
only one person can participate in the marathon,1
is the marathon goat,1
nice camera angle,1
i noticed most of the shoes were nike and  i always thought i would see a lot of brooks  new balance  etc,1
to put it into context mow  won the 2012  with a time in the  i believe and  ran one of his slips in the middle of a hot and humid marathon with a  split of  less than a minute from an olympic gold  torn on the track,1
respect all,1
,1
because of this  i like to,1
olympic world record  is mind,1
very nice,1
no comments,1
persona fans on their way to 11th century edo period japan to tell the founder of  that their city gives off major persona vibes,1
,1
i envy this guy amazing,1
was pretty funny for me look at the french guy knock all the bottles off the table,1
the marathon is the impressive sport ever,1
thank you,1
very nice video,1
super,1
i cannot wait til skims releases the cozy for usa collection,1
its not every day that you get to say im packing for the olympic,1
pack more gear then i do in my   surgical trauma bag,1
good job in gold over america and hi wild cat i took a picture with you,1
this is so fun and cool,1
youre amazing,1
metal is adorable,1
my 7 yr old wanted me to comment that he loves gymnastics,1
little do they know they just waved to simone   i love these girls,1
japan is beautiful i went with my family years ago we explored tokyo and  city and you are totally spot on with the food comments traveling asia is what made me a foodie the fruit from all over the continent is too die for i especially love how they have food courts where you can just buy a platter of fresh fruit we dont have anything like that here in mn,1
love the way the coach says is that ireland probably referring to a flag or sharing space im watching this after the olympics and living in ireland,1
dad in law is in my stake im mormon,1
jesus loves,1
is this 2020 or  olympics i am really confused,1
it would legit be a dream come true to meat simone  33,1
please be careful with  and wear your mask and nice with the first class on the air plane,1
hi  i am such a big fan congratulations on the silver you deserved it,1
this was very interesting  thanks 4 doing a video on ur journey,1
the  kitten  so beautiful  from japan,1
literally the original point of the olympics was to set politics and wars aside and celebrate human achievement,1
how many of commenters here are chinese please like this comment if you are,1
a famous actor in china you can search her on the  you will find,1
dw on china  liars,1
who did we exterminate,1
dw news staff members please do not overdose on drugs  i can tell most if not all of your staff members are hallucinating and detached from reality  money you spent on drugs will end up in cia pocket,1
and  freinds these killers kill everyone who dont agree with  they r crying in front  usa,1
human right its been sick that west use those to judge china we are living happily in china please leave us alone mind your own business,1
should of never been held,1
many countries probably now regret sending their athletes to china's own athletic competitions condolences to the athletes from many countries whose four years efforts were wrongfully denied,1
free taiwan,1
some evil westerners will use this cooked up allegations to attack china sick news,1
poor dw,1
it's the chinese way of entertaining guests by offering them something nice to make them feel at home even though they're not,1
i didn't see her say it now you say it,1
the party press,1
which foreign athlete is shouting what name on which platform,1
as a  i feel sick when i see this kind of  we always compare ourselves and don't want to compare ourselves with anyone  we just want to get better and better step by step,1
although the communist ideology emphasizes atheism they still believe in science and i think science is really the incarnation of god like god science who dares to cheat and who plays with and who suffers the consequences,1
cry all day modest some flowers natural fragrance,1
just look at the content and the headlines and the commentary is just a way to attract traffic,1
first and second really does not matter the concept of the chinese nation is the world and,1
how are they clamoring to see if such an athlete really exists,1
down with the communist party of china,1
i am proud of my motherland good mainland china,1
it would be good enough to get the health system and administration right first,1
i don't really believe how good china is all the time,1
it is good to report china  this olympics is really for us overseas chinese to report the real  it is not necessary to be political,1
it's the chinese way of entertaining guests by offering them something nice to make them feel at home even though they're not,1
i didn't see her say it now you say it,1
the party press,1
which foreign athlete is shouting what name on which platform,1
as a  i feel sick when i see this kind of  we always compare ourselves and don't want to compare ourselves with anyone  we just want to get better and better step by step,1
although the communist ideology emphasizes atheism they still believe in science and i think science is really the incarnation of god like god science who dares to cheat and who plays with and who suffers the consequences,1
cry all day modest some flowers natural fragrance,1
just look at the content and the headlines and the commentary is just a way to attract traffic,1
first and second really does not matter the concept of the chinese nation is the world and,1
how are they clamoring to see if such an athlete really exists,1
down with the communist party of china,1
i am proud of my motherland good mainland china,1
it would be good enough to get the health system and administration right first,1
i don't really believe how good china is all the time,1
it is good to report china  this olympics is really for us overseas chinese to report the real  it is not necessary to be political,1
please ye b   k kon kon c games,1
bahot,1
nice explain,1
thanku sir,1
sir in back side show on board  between summer and winter olympic games more deep,1
thank u sir,1
great video,1
best video  keep it up,1
thank you  sir,1
thank u sir,1
thanks sir,1
thanks sir,1
,1
the title of this song comes together to abduct,1
the title of this song comes together to abduct,1
sing together to abduct,1
sing a song together abducting and trafficking women abducting and sexual assault industry deserves its name,1
sing a song together abducting and trafficking women abducting and sexual assault industry deserves its name,1
why is there no sammi,1
sometimes you really need a song full of positive energy,1
i think this song is very good and i hope more people can listen to this song,1
aku,1
hot blood,1
to tell the  apart from andy  jacky cheung and jackie  coco lee and karen mok are the most famous celebrities on both sides of the taiwan  other celebrities such as joey yung and miriam yeung are still out of business in hong kong,1
together to the future,1
no,1
the chicken trio,1
double skin milk every night,1
venus,1
very good to listen,1
it's so nice and quite touching to sing it in my heart,1
,1
the title of this song comes together to abduct,1
the title of this song comes together to abduct,1
sing together to abduct,1
sing a song together abducting and trafficking women abducting and sexual assault industry deserves its name,1
sing a song together abducting and trafficking women abducting and sexual assault industry deserves its name,1
why is there no sammi,1
sometimes you really need a song full of positive energy,1
i think this song is very good and i hope more people can listen to this song,1
aku,1
hot blood,1
to tell the  apart from andy  jacky cheung and jackie  coco lee and karen mok are the most famous celebrities on both sides of the taiwan  other celebrities such as joey yung and miriam yeung are still out of business in hong kong,1
together to the future,1
no,1
the chicken trio,1
double skin milk every night,1
venus,1
very good to listen,1
it's so nice and quite touching to sing it in my heart,1
,1
the title of this song comes together to abduct,1
the title of this song comes together to abduct,1
sing together to abduct,1
sing a song together abducting and trafficking women abducting and sexual assault industry deserves its name,1
sing a song together abducting and trafficking women abducting and sexual assault industry deserves its name,1
why is there no sammi,1
sometimes you really need a song full of positive energy,1
i think this song is very good and i hope more people can listen to this song,1
aku,1
hot blood,1
to tell the  apart from andy  jacky cheung and jackie  coco lee and karen mok are the most famous celebrities on both sides of the taiwan  other celebrities such as joey yung and miriam yeung are still out of business in hong kong,1
together to the future,1
no,1
the chicken trio,1
double skin milk every night,1
venus,1
very good to listen,1
it's so nice and quite touching to sing it in my heart,1
,1
ive been looking for the skis too id love to know where they can be purchased,1
where did you get the teamwork  from for the cross country skiing part,1
american english without the netherworld filter is suddenly cute,1
this really exposes the power of our great  so how do the wheels look at this moment,1
in    trains are much  sometimes it takes two hours to travel from taipei to  at an average speed of more than 100 mph,1
don't represent me thank you,1
our country also needs better planes,1
